Utterance,Emotion,label
"I'm sorry, I'm just excited about being an aunt!",joy,1
So what's it gonna be?,joy,1
"I'm sorry, I'm just excited about being an aunt!",joy,1
So what's it gonna be?,joy,1
Hey Phoebe!,joy,1
"More coffee over here, please!",joy,1
Hey Phoebe!,joy,1
Hi Pheebs!,joy,1
"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....",joy,1
Hi Pheebs!,joy,1
Pheebs!,joy,1
"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....",joy,1
Pheebs!,joy,1
"Nothing, I'm sorry, I'm just, I'm out of sorts.",sadness,0
"Nothing, I'm sorry, I'm just, I'm out of sorts.",sadness,0
"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....",joy,1
"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental.",sadness,0
"So, what happens to the old guys?",sadness,0
"Oh please, they're having sex.",sadness,0
"Oh please, they're having sex.",sadness,0
"Hi! Hi, I’m Ross, you don’t know me, but I’m a big, big fan of yours. I mean,",joy,1
"No, no, no, it’s flattery.",joy,1
"Oh no, no, no, wait, wait, Isabella.",joy,1
Come on!,joy,1
Hey Pheebs!,joy,1
"Yeah, she couldn't live without the Chan Love.",joy,1
"Yeah, she couldn't live without the Chan Love.",joy,1
I’m sorry.,sadness,0
"And I’m very sorry, but I don’t know where your Father is, and that’s the truth.",sadness,0
Oh.,sadness,0
"Y'know I wanted to tell you yesterday, but I just, I kinda felt all floopy, and...",sadness,0
"All right, I’m-I’m not English.",sadness,0
"I was really nervous and the accent just uh, just came out.",sadness,0
I’m sorry.,sadness,0
"Obviously, I screwed up.",sadness,0
"All right, I’m-I’m not English.",sadness,0
"I was really nervous and the accent just uh, just came out.",sadness,0
I’m sorry.,sadness,0
"Obviously, I screwed up.",sadness,0
"Allright, fine, I only have one thought! It's about the hot nanny,    I gotta see her!",joy,1
You guys are killing me!,sadness,0
She's forbidden fruit!,sadness,0
"It's like ... like she's the princess and I'm the stable    boy ... Why are you doing this, huh?",sadness,0
That’s kinda sad.,sadness,0
Got it!,joy,1
Let’s roll!,joy,1
Let’s roll!,joy,1
Oh! No problem! I,joy,1
You are steel!,joy,1
I went to one where I wore a band uniform they had to have specially made.,sadness,0
And the fat girl inside of me really wants to go.,joy,1
Yeah but,sadness,0
"Ooh, Phoebe’s here! Okay, let’s turn out all the lights and we’ll just watch the movie!",joy,1
"Ooh, Phoebe’s here! Okay, let’s turn out all the lights and we’ll just watch the movie!",joy,1
"Okay. Hey—Ooh, cool sheets!",joy,1
Sure!,joy,1
He got it a flea market!,joy,1
"Okay. Hey—Ooh, cool sheets!",joy,1
"Oh, you like it? You wanna know where I got it?",joy,1
Sure!,joy,1
Thank you!,joy,1
Thank you!,joy,1
So hot I cried myself to sleep last night.,sadness,0
"Oh, god help us.",sadness,0
"I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?",sadness,0
"So honey, this morning was fun, huh? Me hopping in on you in the shower there.",joy,1
Yeah! And maybe someday we could get a place with two bathrooms.,joy,1
Carol our sex life is—it’s just not working,sadness,0
Hey there little fella!,joy,1
"Hey, why don’t you show dad how you can put your shoes on, in your room!",joy,1
Yay!,joy,1
Yay!,joy,1
"Well I don’t know umm,  what if we were too tie each other up?",joy,1
I love that idea!,joy,1
Carol our sex life is—it’s just not working,sadness,0
Hey there little fella!,joy,1
"Hey, why don’t you show dad how you can put your shoes on, in your room!",joy,1
Yay!,joy,1
Yay!,joy,1
Yay!,joy,1
"Well I don’t know umm,  what if we were too tie each other up?",joy,1
"Yeah! Okay, here you go.",joy,1
"Yeah! Okay, here you go.",joy,1
Oh.,joy,1
"Oh, I'm sorry, oh, I just, I thought we could have them whipped and then add some peas and onions.",sadness,0
"Well, 'cause then they'd be like my mom used to make them, you know, before she died.",sadness,0
"Ok, good-bye you guys. Thanks for everything.  Oh, sorry! Oh, sorry!",joy,1
"Ok, good-bye you guys. Thanks for everything.  Oh, sorry! Oh, sorry!",joy,1
I'm totally getting it!,joy,1
Did you ever feel like sometimes you are just so unbelievably uncoordinated?,sadness,0
Did you ever feel like sometimes you are just so unbelievably uncoordinated?,sadness,0
"Ooh, and it's so nice having this little sink here...",joy,1
"Oh, ain't this nice? It's so quiet, I could just lie here all day.",joy,1
I'm so glad we've got adjoining rooms!,joy,1
The sun is out!,joy,1
Open your drapes! Open your drapes!,joy,1
Open your drapes! Open your drapes!,joy,1
I'm so glad we've got adjoining rooms!,joy,1
"Hi uh, I’m Joey Tribbiani and with all do respect I’d like to donate some fluids.",joy,1
"Oh that’s too bad. I’ve kinda been saving up.  Uh, are you sure there’s no studies I can participate in?",sadness,0
Sorry.,sadness,0
"We already got the results back on that on, and they’re not good.",joy,1
Yes it has! I made cookies!,joy,1
But you should eat them now because they’re hot from the oven.,joy,1
"Oh-ho! But not in here! Can’t eat ‘em in bed, remember? No crumbies!",joy,1
"Hey, what’d you guys do to get up on there?",joy,1
Oh yeah? Well when you learned how to dance did you forget how to put on underpants?,joy,1
Yeah!,joy,1
"Hey, what’d you guys do to get up on there?",joy,1
Yeah!,joy,1
No-no-no-no-no we came together!,joy,1
"No-no hey buddy, please let me dance with that girl, I really like her and I think I have a shot.",sadness,0
"Oh my God, look-look he’s taking off her clothes!",sadness,0
"Oh my God, look-look he’s taking off her clothes!",sadness,0
Ross! Wait!,sadness,0
"Elizabeth, thank God! I was just thinking about",joy,1
"Look, I understand if you came by to hit me, I deserve it.",sadness,0
"Oh! Wow! Uh, yeah! That sounds great. I’m just gonna put this  back in my pocket, pretend",joy,1
Sure!,joy,1
Sure!,joy,1
Chandler!! You have the best taste in men!,joy,1
Patrick and I had such a great time last night! I mean I think this could maybe turn into something serious.,joy,1
"Oh, between you telling him that I wanted to have a fling and me putting out on the first date—oh, he’s so gonna get the wrong idea.",sadness,0
Honey! Dinner’s ready!,joy,1
What’s my little chef got for me tonight?,joy,1
Your favorite!,joy,1
"Ho-ho-ho,  fried stuff with cheese!",joy,1
Yep! And lot’s of it!,joy,1
Thanks sweetheart. Give me a little sugar here.  Okay.,joy,1
"Okay, in we go.",joy,1
Here we go! Here we go! Here we go!  How you doin’?,joy,1
"So anyway, um, his head is like flopping down Broadway, right, and I'm just thinking... how inappropriate this is.",joy,1
Hello! One marriage please!,joy,1
"Yep, we wanna get married!",joy,1
Dum! Dum-dum-dum! Dum! Dum! Dum! Dum-dum-dum!,joy,1
Okay!  This is it!  We're gonna get married!,joy,1
"Yep, we wanna get married!",joy,1
"Well, hello, Mrs. Ross!",joy,1
"Well, hello, Mrs. Ross!",joy,1
"Well, hello, Mr. Rachel!",joy,1
Yes! Totally!,joy,1
Yes! Totally!,joy,1
Oh! Thank you! Thank you! Thank you! Yes! Thank you!,joy,1
"You…are…not going to believe it! Joshua came into work today, and guess what happened?",joy,1
No. But I was showing him some cufflinks and I felt his pulse.,joy,1
Saucy!,joy,1
All I had to do was pay $25 and wait in line for three hours.,sadness,0
"Oh! Okay!  You, Mister Right Place at the Right Time, call me!",joy,1
Bye Chandler!   I miss you already.,sadness,0
Bye Chandler!   I miss you already.,sadness,0
Ready?  Wrestle!,joy,1
Ready?  Wrestle!,joy,1
He’s alive! He’s a-live!!!,joy,1
He’s alive! He’s a-live!!!,joy,1
"Well they have uh, some unusual pet names for each other.",sadness,0
"Well they have uh, some unusual pet names for each other.",sadness,0
Yep!,joy,1
"Oh, of course!",joy,1
"Definitely! Phoebe, you will not find a single game show host, who’s ass I cannot kick.",joy,1
Say it!,joy,1
Say we are unagi!,joy,1
Say we are unagi!,joy,1
"Definitely! Phoebe, you will not find a single game show host, who’s ass I cannot kick.",joy,1
Say it!,joy,1
Say it!,joy,1
"Yes, but you cannot tell anyone! No one knows!",joy,1
"I know, it's great!",joy,1
We're so stupid! Do you know what's going on in there? They're trying to take Joey!,sadness,0
Yes! Whew!,joy,1
"Great soap opera acting tonight everybody, class dismissed.",joy,1
Hey-hey.,joy,1
"Well, I’m going to go into my new apartment now.  Ehh!",joy,1
"Oh, hey guys!",joy,1
"Hi! I’m so glad you’re here, but it’s gonna be a while. I-I wished you’d called first.",joy,1
Oh good.,joy,1
"This is your grandmother’s engagement ring, I want you to give it to Rachel.",joy,1
"Maybe this would’ve happened if I’d been more nurturing, or I’d paid more attention, or I... had a uterus.",sadness,0
I can’t believe this!,sadness,0
"I know no, no, y'know you don’t deserve this, you don’t Ross.",sadness,0
"You’re, you’re really, you’re so good.",sadness,0
Thanks.,sadness,0
Thanks.,sadness,0
"Wait, wait, wait.",joy,1
My foot is stuck in the pocket.,sadness,0
"No, I can’t get it out.",sadness,0
"Hi. I just talked to Joanna, and she loves you. You got it, you got the job.",joy,1
Yes.,joy,1
Congratulations...oh..wow,joy,1
"Oh, stop beating yourself up!",sadness,0
"But if—no look, okay. These jerks might not care about you, but the universe does! And that says a lot!",sadness,0
Because the universe cares!,joy,1
The whole universe!,joy,1
I really wished they’d care just a little bit though.,sadness,0
Yeah.,joy,1
"But if—no look, okay. These jerks might not care about you, but the universe does! And that says a lot!",sadness,0
"I like this one.  It seems to say, ""I love you and that’s why I have to kill you.""",joy,1
"They can’t all be bad.  Find the one where you make your bedroom eyes. Ohh, there it is.",joy,1
"They can’t all be bad.  Find the one where you make your bedroom eyes. Ohh, there it is.",joy,1
I’m having a really good time!,joy,1
I’m having a really good time!,joy,1
Me too! I’m sorry that guy in the subway licked your neck.,sadness,0
"Yeah, I… Well y’know I-I mean I missed the-the semi-finals, so I’d just be lost.",sadness,0
"Umm, I think you’re really, really great...",joy,1
"Umm, I think you’re really, really great...",joy,1
Oh God!,sadness,0
Here we go again.,sadness,0
Is it something I’m putting out there?,sadness,0
Is this my fault?,sadness,0
Or am I just nuts?,sadness,0
Wait!,sadness,0
Terry!,sadness,0
Please!,sadness,0
"Look, I just lost my other job.",sadness,0
You have no idea how much I need this.,sadness,0
"Please, help me out, for old times sake.",sadness,0
This poor guy’s been in a coma for five years. It’s hopeless.,sadness,0
This poor guy’s been in a coma for five years. It’s hopeless.,sadness,0
"It’s not hopeless! Dr. Stryker Ramoray’s a miracle worker. Look, here he comes.",joy,1
"It’s not hopeless! Dr. Stryker Ramoray’s a miracle worker. Look, here he comes.",joy,1
Wait!,sadness,0
Terry!,sadness,0
Please!,sadness,0
"Look, I just lost my other job.",sadness,0
You have no idea how much I need this.,sadness,0
"Please, help me out, for old times sake.",sadness,0
I’m back baby! Ha-ha-ha!,joy,1
"Okay! Oh God, y’know what? It’s really bad.",sadness,0
Come on! What are you doing?! I’m in character! Would you talk to her!,sadness,0
Come on! What are you doing?! I’m in character! Would you talk to her!,sadness,0
Hey sweetie!,joy,1
Hey!,joy,1
"Oh that’s so sweet! Look Chandler I don’t care if you can’t cry, I love you.",joy,1
Stop it!,joy,1
Of course he is!,joy,1
"What, do you think I’d just use my son as-as an excuse?",joy,1
They love my candy? Oh man!!! I’ve gotta go make more!!,joy,1
Ross! The neighbors ate all my candy!!,joy,1
"Yeah, and they’ve been coming by all day. They love it!",joy,1
"Yeah, and they’ve been coming by all day. They love it!",joy,1
They love my candy? Oh man!!! I’ve gotta go make more!!,joy,1
Ross! The neighbors ate all my candy!!,joy,1
You like it?,joy,1
And there’s daddy!,joy,1
Right- where we've been looking all night!,joy,1
Right- where we've been looking all night!,joy,1
He is so cute!,joy,1
He is so cute!,joy,1
"Oh, George, baby, drop the towel!",joy,1
"Oh, George, baby, drop the towel!",joy,1
"Yeah, drop it! Drop the towel! Please drop the——wowww.",joy,1
"I've gotta tell you, Bob is terrific.",joy,1
"Yeah, isn't he?",joy,1
"It is so great to meet a guy who is smart and funny, and has an emotional age beyond, like eight.",joy,1
You know what else? He's unbelievable in bed.,joy,1
"That’s right, and that’s why we celebrate Hanukkah today. The end.",joy,1
Awesome!,joy,1
Hey!,joy,1
"Come on, come on, we’re-we’re-we’re lighting the candles!",joy,1
Hey!,joy,1
"Yeah, sure. Good luck!",joy,1
I’m quitting!! Woo-hoo!  I’m okay!! I’m all right!!,joy,1
I’m quitting!! Woo-hoo!  I’m okay!! I’m all right!!,joy,1
You’re good. You’re good!,joy,1
"Oh, thanks, sweetie.",joy,1
No problem. I cannot wait for you to meet my friends.,joy,1
"Listen, it was nice to see you. I gotta run backstage.",joy,1
"Hey, buddy, what's up!",joy,1
"Well, okay, thanks!",joy,1
"Hey, buddy, what's up!",joy,1
"Well, okay, thanks!",joy,1
"God, he's good.",joy,1
"God, he's good.",joy,1
"OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah...",joy,1
Bwah-hah-hah!,joy,1
"OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah...",joy,1
You blew them away!,joy,1
"Oh, I can't tell you how great it was to look at the crowd and see your face!",joy,1
"No, it's ok! Made me feel like a rock star!",joy,1
I'd better not found you naked in my hotel room!,joy,1
"Look, I took it too far!",joy,1
"Oh, well, thanks, but, I'm okay, really.",joy,1
"Oh, well, thanks, but, I'm okay, really.",joy,1
Hey!,joy,1
Absolutely!,joy,1
"Oh, I never could do it.",joy,1
Absolutely!,joy,1
I am so on board!,joy,1
Well then let's just quit! We'll just quit! Let's all quit!,joy,1
"Oh, I never could do it.",joy,1
Absolutely!,joy,1
We can help each other out!,joy,1
